"period";"id";"flattr.url";"url";"title";"clicks";"revenue";"clicks.total"
"2014-04";1330156;"https://flattr.com/thing/1330156/KNS003-Klarer-Fall-von-Anthropozn";"http://www.konscience.de/2013/05/09/kns003-klarer-fall-von-anthropozan/";"KNS003 – Klarer Fall von Anthropozän";1;0,02;11
"2014-04";2588724;"https://flattr.com/thing/2588724/KNS015-Erstmal-die-Chinchillas-ruhigstellen";"http://www.konscience.de/2014/02/03/kns015-erstmal-die-chinchillas-ruhigstellen/";"KNS015 – Erstmal die Chinchillas ruhigstellen";1;0,02;8
"2014-04";2795241;"https://flattr.com/thing/2795241/KNS018-Podcast-am-Ende-der-Nahrungskette";"http://www.konscience.de/2014/03/24/kns018-podcast-am-ende-der-nahrungskette/";"KNS018 – Podcast am Ende der Nahrungskette";1;0,02;8
"2014-05";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";23;10,09;168
"2014-05";3015051;"https://flattr.com/thing/3015051/KNS021-Frische-ESO-News";"http://www.konscience.de/2014/05/20/kns021-frische-eso-news/";"KNS021 – Frische ESO-News";10;4,25;14
"2014-05";2991529;"https://flattr.com/thing/2991529/KNS020-Jubilumssendung-mit-Methodisch-inkorrekt";"http://www.konscience.de/2014/05/13/kns020-jubilaeumssendung-mit-methodisch-inkorrekt/";"KNS020 – Jubiläumssendung mit Methodisch inkorrekt";9;2,52;11
"2014-05";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";3;0,83;48
"2014-05";2863835;"https://flattr.com/thing/2863835/KNS019-Ein-Protein-sie-beide-zu-knechten";"http://www.konscience.de/2014/04/14/kns019-ein-protein-sie-beide-zu-knechten/";"KNS019 – Ein Protein sie beide zu knechten!";2;0,16;11
"2014-05";1368913;"https://flattr.com/thing/1368913/ber-uns";"http://www.konscience.de/uber-uns/";"Über uns";1;0,09;4
"2014-05";2004418;"https://flattr.com/thing/2004418/KNS010-Katzenbeschftigungstherapie";"http://www.konscience.de/2013/09/22/kns010-katzenbeschaeftigungstherapie/";"KNS010 – Katzenbeschäftigungstherapie";1;0,05;14
"2014-06";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";22;7,53;204
"2014-06";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";6;2,54;62
"2014-06";2991529;"https://flattr.com/thing/2991529/KNS020-Jubilumssendung-mit-Methodisch-inkorrekt";"http://www.konscience.de/2014/05/kns020-jubilaeumssendung-mit-methodisch-inkorrekt/";"KNS020 – Jubiläumssendung mit Methodisch inkorrekt";2;0,38;11
"2014-06";3117719;"https://flattr.com/thing/3117719/Untersttzen";"http://www.konscience.de/unterstutzen/";"Unterstützen";1;0,17;1
"2014-06";2863835;"https://flattr.com/thing/2863835/KNS019-Ein-Protein-sie-beide-zu-knechten";"http://www.konscience.de/2014/04/14/kns019-ein-protein-sie-beide-zu-knechten/";"KNS019 – Ein Protein sie beide zu knechten!";2;0,12;13
"2014-06";2190996;"https://flattr.com/thing/2190996/KNS011-Ey-Alter-mach-Protein";"http://www.konscience.de/2013/11/kns011-ey-alter-mach-protein/";"KNS011 – Ey Alter, mach’ Protein!";2;0,08;14
"2014-06";1224259;"https://flattr.com/thing/1224259/KNS000-Teaser";"http://www.konscience.de/2013/03/kns000-teaser/";"KNS000 – Teaser";1;0,02;12
"2014-06";2707148;"https://flattr.com/thing/2707148/KNS017-Mrtyrer-gegen-Copyright";"http://www.konscience.de/2014/03/kns017-martyrer-gegen-copyright/";"KNS017 – Märtyrer gegen Copyright";1;0,02;10
"2014-06";2624176;"https://flattr.com/thing/2624176/KNS016-Sondersendung-Graduiertenschulen";"http://www.konscience.de/2014/02/kns016-sondersendung-graduiertenschulen/";"KNS016 – Sondersendung – Graduiertenschulen";1;0,02;4
"2014-06";2462248;"https://flattr.com/thing/2462248/KNS014-Seesternzombies";"http://www.konscience.de/2014/01/kns014-seesternzombies/";"KNS014 – Seesternzombies";1;0,02;13
"2014-06";2339981;"https://flattr.com/thing/2339981/KNS013-Phnix-aus-der-Gammastrahlung";"http://www.konscience.de/2013/12/kns013-phoenix-aus-der-gammastrahlung/";"KNS013 – Phönix aus der Gammastrahlung";1;0,02;10
"2014-06";2247081;"https://flattr.com/thing/2247081/KNS012-Tough-Times-All-Around";"http://www.konscience.de/2013/11/kns012-tough-times-all-around/";"KNS012 – Tough Times All Around";1;0,02;13
"2014-06";1330156;"https://flattr.com/thing/1330156/KNS003-Klarer-Fall-von-Anthropozn";"http://www.konscience.de/2013/05/kns003-klarer-fall-von-anthropozan/";"KNS003 – Klarer Fall von Anthropozän";1;0,02;11
"2014-06";1397469;"https://flattr.com/thing/1397469/KNS004-Wirbeltiere-haben-Rckgrat";"http://www.konscience.de/2013/05/kns004-wirbeltiere-haben-ruckgrat/";"KNS004 – Wirbeltiere haben Rückgrat";1;0,02;12
"2014-06";1492271;"https://flattr.com/thing/1492271/KNS005-OMG-its-full-of-genetics";"http://www.konscience.de/2013/06/kns005-omg-its-full-of-genetics/";"KNS005 – OMG, it’s full of genetics!";1;0,02;11
"2014-06";1624263;"https://flattr.com/thing/1624263/KNS006-Nacktmulle-an-die-Macht";"http://www.konscience.de/2013/07/kns006-nacktmulle-an-die-macht/";"KNS006 – Nacktmulle an die Macht";1;0,02;15
"2014-06";1720649;"https://flattr.com/thing/1720649/KNS008-Dinge-zwischen-Strato-und-Asthenosphre";"http://www.konscience.de/2013/07/kns008-dinge-zwischen-strato-und-asthenosphaere/";"KNS008 – Dinge zwischen Strato- und Asthenosphäre";1;0,02;9
"2014-06";1907199;"https://flattr.com/thing/1907199/KNS009-ToF-ToF-MS";"http://www.konscience.de/2013/09/kns009-tof-tof-ms/";"KNS009 – ToF-ToF-MS";1;0,02;14
"2014-06";2004418;"https://flattr.com/thing/2004418/KNS010-Katzenbeschftigungstherapie";"http://www.konscience.de/2013/09/kns010-katzenbeschaeftigungstherapie/";"KNS010 – Katzenbeschäftigungstherapie";1;0,02;14
"2014-06";1265883;"https://flattr.com/thing/1265883/KNS001-Der-Anfang-ist-gemacht";"http://www.konscience.de/2013/04/18/kns001-der-anfang-ist-gemacht/";"KNS001 – Der Anfang ist gemacht";1;0,02;14
"2014-06";1270005;"https://flattr.com/thing/1270005/KNS002-Podcast-Krabbelgruppe-und-Katrins-Projekt";"http://www.konscience.de/2013/04/20/kns002-podcast-krabbelgruppe-und-katrins-projekt/";"KNS002 – Podcast-Krabbelgruppe und Katrins Projekt";1;0,02;11
"2014-07";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";6;3,02;62
"2014-07";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";17;2,58;204
"2014-07";3188342;"https://flattr.com/thing/3188342/KNS021-Frische-ESO-News";"http://www.konscience.de/2014/05/kns021-frische-eso-news/";"KNS021 – Frische ESO-News";3;0,64;4
"2014-07";2863835;"https://flattr.com/thing/2863835/KNS019-Ein-Protein-sie-beide-zu-knechten";"http://www.konscience.de/2014/04/14/kns019-ein-protein-sie-beide-zu-knechten/";"KNS019 – Ein Protein sie beide zu knechten!";2;0,14;13
"2014-07";3213603;"https://flattr.com/thing/3213603/KNS018-Podcast-am-Ende-der-Nahrungskette";"http://www.konscience.de/2014/03/kns018-podcast-am-ende-der-nahrungskette/";"KNS018 – Podcast am Ende der Nahrungskette";2;0,14;2
"2014-07";1624263;"https://flattr.com/thing/1624263/KNS006-Nacktmulle-an-die-Macht";"http://www.konscience.de/2013/07/kns006-nacktmulle-an-die-macht/";"KNS006 – Nacktmulle an die Macht";1;0,09;15
"2014-07";1492271;"https://flattr.com/thing/1492271/KNS005-OMG-its-full-of-genetics";"http://www.konscience.de/2013/06/kns005-omg-its-full-of-genetics/";"KNS005 – OMG, it’s full of genetics!";1;0,09;11
"2014-07";1224259;"https://flattr.com/thing/1224259/KNS000-Teaser";"http://www.konscience.de/2013/03/kns000-teaser/";"KNS000 – Teaser";1;0,09;12
"2014-07";2707148;"https://flattr.com/thing/2707148/KNS017-Mrtyrer-gegen-Copyright";"http://www.konscience.de/2014/03/kns017-martyrer-gegen-copyright/";"KNS017 – Märtyrer gegen Copyright";1;0,07;10
"2014-07";2462248;"https://flattr.com/thing/2462248/KNS014-Seesternzombies";"http://www.konscience.de/2014/01/kns014-seesternzombies/";"KNS014 – Seesternzombies";1;0,07;13
"2014-07";2247081;"https://flattr.com/thing/2247081/KNS012-Tough-Times-All-Around";"http://www.konscience.de/2013/11/kns012-tough-times-all-around/";"KNS012 – Tough Times All Around";1;0,07;13
"2014-07";3226863;"https://flattr.com/thing/3226863/KNS015-Erstmal-die-Chinchillas-ruhigstellen";"http://www.konscience.de/2014/02/kns015-erstmal-die-chinchillas-ruhigstellen/";"KNS015 – Erstmal die Chinchillas ruhigstellen";1;0,07;1
"2014-08";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";9;5,21;69
"2014-08";3301152;"https://flattr.com/thing/3301152/KNS024-Wie-kam-das-bloss-durch-die-Ethikkommission";"http://www.konscience.de/2014/08/kns024-wie-kam-das-bloss-durch-die-ethikkommission/";"KNS024 – Wie kam das bloß durch die Ethikkommission?";19;4,32;21
"2014-08";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";17;3,66;222
"2014-08";3273714;"https://flattr.com/thing/3273714/KNS022-Ameise-Pilz-Problem";"http://www.konscience.de/2014/06/kns022-ameise-pilz-problem/";"KNS022 – Ameise-Pilz-Problem";6;1,83;7
"2014-08";3269194;"https://flattr.com/thing/3269194/KNS023-special-How-neural-networks-process-sensory-data-Giovanni-Galizia";"http://www.konscience.de/2014/06/kns023-special-how-neural-networks-process-sensory-data-giovanni-galizia/";"KNS023 special – How neural networks process sensory data (Giovanni Galizia)";4;1,82;5
"2014-08";3273136;"https://flattr.com/thing/3273136/KNS019-Ein-Protein-sie-beide-zu-knechten";"http://www.konscience.de/2014/04/kns019-ein-protein-sie-beide-zu-knechten/";"KNS019 – Ein Protein sie beide zu knechten!";2;0,45;2
"2014-08";3188342;"https://flattr.com/thing/3188342/KNS021-Frische-ESO-News";"http://www.konscience.de/2014/05/kns021-frische-eso-news/";"KNS021 – Frische ESO-News";2;0,41;6
"2014-08";3296189;"https://flattr.com/thing/3296189/KNS002-Podcast-Krabbelgruppe-und-Katrins-Projekt";"http://www.konscience.de/2013/04/kns002-podcast-krabbelgruppe-und-katrins-projekt/";"KNS002 – Podcast-Krabbelgruppe und Katrins Projekt";1;0,13;1
"2014-08";3269368;"https://flattr.com/thing/3269368/KNS001-Der-Anfang-ist-gemacht";"http://www.konscience.de/2013/04/kns001-der-anfang-ist-gemacht/";"KNS001 – Der Anfang ist gemacht";1;0,13;1
"2014-08";2339981;"https://flattr.com/thing/2339981/KNS013-Phnix-aus-der-Gammastrahlung";"http://www.konscience.de/2013/12/kns013-phoenix-aus-der-gammastrahlung/";"KNS013 – Phönix aus der Gammastrahlung";1;0,08;10
"2014-09";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";9;4,27;78
"2014-09";3460866;"https://flattr.com/thing/3460866/KNS025-Flucht-nach-vorn-in-die-Botanik";"http://www.konscience.de/2014/09/kns025-flucht-nach-vorn-in-die-botanik/";"KNS025 – Flucht nach vorn in die Botanik";22;4,12;25
"2014-09";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";19;3,96;239
"2014-09";3301152;"https://flattr.com/thing/3301152/KNS024-Wie-kam-das-bloss-durch-die-Ethikkommission";"http://www.konscience.de/2014/08/kns024-wie-kam-das-bloss-durch-die-ethikkommission/";"KNS024 – Wie kam das bloß durch die Ethikkommission?";9;1,22;30
"2014-09";3188342;"https://flattr.com/thing/3188342/KNS021-Frische-ESO-News";"http://www.konscience.de/2014/05/kns021-frische-eso-news/";"KNS021 – Frische ESO-News";1;0,22;6
"2014-09";3273714;"https://flattr.com/thing/3273714/KNS022-Ameise-Pilz-Problem";"http://www.konscience.de/2014/06/kns022-ameise-pilz-problem/";"KNS022 – Ameise-Pilz-Problem";1;0,22;7
"2014-09";2047695;"https://flattr.com/thing/2047695/KonScience-in-der-Hrsuppe";"http://hoersuppe.de/podcast/konscience";"KonScience in der Hörsuppe";1;0,09;4
"2014-09";3273136;"https://flattr.com/thing/3273136/KNS019-Ein-Protein-sie-beide-zu-knechten";"http://www.konscience.de/2014/04/kns019-ein-protein-sie-beide-zu-knechten/";"KNS019 – Ein Protein sie beide zu knechten!";1;0,08;3
"2014-09";2462248;"https://flattr.com/thing/2462248/KNS014-Seesternzombies";"http://www.konscience.de/2014/01/kns014-seesternzombies/";"KNS014 – Seesternzombies";1;0,08;14
"2014-09";2339981;"https://flattr.com/thing/2339981/KNS013-Phnix-aus-der-Gammastrahlung";"http://www.konscience.de/2013/12/kns013-phoenix-aus-der-gammastrahlung/";"KNS013 – Phönix aus der Gammastrahlung";1;0,08;11
"2014-09";3269194;"https://flattr.com/thing/3269194/KNS023-special-How-neural-networks-process-sensory-data-Giovanni-Galizia";"http://www.konscience.de/2014/06/kns023-special-how-neural-networks-process-sensory-data-giovanni-galizia/";"KNS023 special – How neural networks process sensory data (Giovanni Galizia)";1;0,05;5
"2014-09";2991529;"https://flattr.com/thing/2991529/KNS020-Jubilumssendung-mit-Methodisch-inkorrekt";"http://www.konscience.de/2014/05/kns020-jubilaeumssendung-mit-methodisch-inkorrekt/";"KNS020 – Jubiläumssendung mit Methodisch inkorrekt";1;0,04;12
"2014-10";3460866;"https://flattr.com/thing/3460866/KNS025-Flucht-nach-vorn-in-die-Botanik";"http://www.konscience.de/2014/09/kns025-flucht-nach-vorn-in-die-botanik/";"KNS025 – Flucht nach vorn in die Botanik";7;5,38;31
"2014-10";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";18;3,5;257
"2014-10";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";7;2,4;85
"2014-10";2991529;"https://flattr.com/thing/2991529/KNS020-Jubilumssendung-mit-Methodisch-inkorrekt";"http://www.konscience.de/2014/05/kns020-jubilaeumssendung-mit-methodisch-inkorrekt/";"KNS020 – Jubiläumssendung mit Methodisch inkorrekt";1;2,25;14
"2014-10";3301152;"https://flattr.com/thing/3301152/KNS024-Wie-kam-das-bloss-durch-die-Ethikkommission";"http://www.konscience.de/2014/08/kns024-wie-kam-das-bloss-durch-die-ethikkommission/";"KNS024 – Wie kam das bloß durch die Ethikkommission?";2;0,32;30
"2014-10";1224259;"https://flattr.com/thing/1224259/KNS000-Teaser";"http://www.konscience.de/2013/03/kns000-teaser/";"KNS000 – Teaser";2;0,13;14
"2014-10";3296189;"https://flattr.com/thing/3296189/KNS002-Podcast-Krabbelgruppe-und-Katrins-Projekt";"http://www.konscience.de/2013/04/kns002-podcast-krabbelgruppe-und-katrins-projekt/";"KNS002 – Podcast-Krabbelgruppe und Katrins Projekt";2;0,13;3
"2014-10";3269368;"https://flattr.com/thing/3269368/KNS001-Der-Anfang-ist-gemacht";"http://www.konscience.de/2013/04/kns001-der-anfang-ist-gemacht/";"KNS001 – Der Anfang ist gemacht";2;0,13;3
"2014-10";3504062;"https://flattr.com/thing/3504062/Tweet-by-KonSciencePod-4-Oct";"http://twitter.com/KonSciencePod/status/518432584016359424";"Tweet by @KonSciencePod, 4 Oct";1;0,12;1
"2014-10";1492271;"https://flattr.com/thing/1492271/KNS005-OMG-its-full-of-genetics";"http://www.konscience.de/2013/06/kns005-omg-its-full-of-genetics/";"KNS005 – OMG, it’s full of genetics!";1;0,07;12
"2014-10";1397469;"https://flattr.com/thing/1397469/KNS004-Wirbeltiere-haben-Rckgrat";"http://www.konscience.de/2013/05/kns004-wirbeltiere-haben-ruckgrat/";"KNS004 – Wirbeltiere haben Rückgrat";1;0,07;13
"2014-10";1330156;"https://flattr.com/thing/1330156/KNS003-Klarer-Fall-von-Anthropozn";"http://www.konscience.de/2013/05/kns003-klarer-fall-von-anthropozan/";"KNS003 – Klarer Fall von Anthropozän";1;0,07;12
"2014-10";1624263;"https://flattr.com/thing/1624263/KNS006-Nacktmulle-an-die-Macht";"http://www.konscience.de/2013/07/kns006-nacktmulle-an-die-macht/";"KNS006 – Nacktmulle an die Macht";1;0,07;16
"2014-11";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";16;2,26;273
"2014-11";2991529;"https://flattr.com/thing/2991529/KNS020-Jubilumssendung-mit-Methodisch-inkorrekt";"http://www.konscience.de/2014/05/kns020-jubilaeumssendung-mit-methodisch-inkorrekt/";"KNS020 – Jubiläumssendung mit Methodisch inkorrekt";1;2,25;16
"2014-11";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";6;2,17;92
"2014-11";3460866;"https://flattr.com/thing/3460866/KNS025-Flucht-nach-vorn-in-die-Botanik";"http://www.konscience.de/2014/09/kns025-flucht-nach-vorn-in-die-botanik/";"KNS025 – Flucht nach vorn in die Botanik";3;0,81;34
"2014-11";2047695;"https://flattr.com/thing/2047695/KonScience-in-der-Hrsuppe";"http://hoersuppe.de/podcast/konscience";"KonScience in der Hörsuppe";1;0,37;5
"2014-11";3665103;"https://flattr.com/thing/3665103/KonScienceSummarize-Flattr-Reports-on-GitHub";"http://github.com/KonScience/Summarize-Flattr-Reports";"KonScience/Summarize-Flattr-Reports on GitHub";2;0,24;5
"2014-11";3301152;"https://flattr.com/thing/3301152/KNS024-Wie-kam-das-bloss-durch-die-Ethikkommission";"http://www.konscience.de/2014/08/kns024-wie-kam-das-bloss-durch-die-ethikkommission/";"KNS024 – Wie kam das bloß durch die Ethikkommission?";1;0,23;31
"2014-11";1330156;"https://flattr.com/thing/1330156/KNS003-Klarer-Fall-von-Anthropozn";"http://www.konscience.de/2013/05/kns003-klarer-fall-von-anthropozan/";"KNS003 – Klarer Fall von Anthropozän";1;0,12;14
"2014-12";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";12;4,91;103
"2014-12";3729495;"https://flattr.com/thing/3729495/KNS026-Zeitlos";"http://www.konscience.de/2014/12/kns026-zeitlos/";"KNS026 – Zeitlos";19;4,74;22
"2014-12";2991529;"https://flattr.com/thing/2991529/KNS020-Jubilumssendung-mit-Methodisch-inkorrekt";"http://www.konscience.de/2014/05/kns020-jubilaeumssendung-mit-methodisch-inkorrekt/";"KNS020 – Jubiläumssendung mit Methodisch inkorrekt";2;3,15;17
"2014-12";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";16;2,5;288
"2014-12";3460866;"https://flattr.com/thing/3460866/KNS025-Flucht-nach-vorn-in-die-Botanik";"http://www.konscience.de/2014/09/kns025-flucht-nach-vorn-in-die-botanik/";"KNS025 – Flucht nach vorn in die Botanik";4;1,65;38
"2014-12";3665103;"https://flattr.com/thing/3665103/KonScienceSummarize-Flattr-Reports-on-GitHub";"http://github.com/KonScience/Summarize-Flattr-Reports";"KonScience/Summarize-Flattr-Reports on GitHub";3;0,8;6
"2014-12";3692504;"https://flattr.com/thing/3692504/Tweet-by-KonSciencePod-2-Dec";"http://twitter.com/KonSciencePod/status/539794393453309953";"Tweet by @KonSciencePod, 2 Dec";2;0,59;2
"2014-12";1368913;"https://flattr.com/thing/1368913/ber-uns";"http://www.konscience.de/uber-uns/";"Über uns";1;0,55;5
"2014-12";3117719;"https://flattr.com/thing/3117719/Untersttzen";"http://www.konscience.de/unterstutzen/";"Unterstützen";1;0,5;2
"2014-12";2629936;"https://flattr.com/thing/2629936/Post-by-konscience-on-App-net";"https://alpha.app.net/konscience/post/22440425";"Post by konscience on App.net";1;0,5;2
"2014-12";1330156;"https://flattr.com/thing/1330156/KNS003-Klarer-Fall-von-Anthropozn";"http://www.konscience.de/2013/05/kns003-klarer-fall-von-anthropozan/";"KNS003 – Klarer Fall von Anthropozän";1;0,33;14
"2014-12";1270005;"https://flattr.com/thing/1270005/KNS002-Podcast-Krabbelgruppe-und-Katrins-Projekt";"http://www.konscience.de/2013/04/20/kns002-podcast-krabbelgruppe-und-katrins-projekt/";"KNS002 – Podcast-Krabbelgruppe und Katrins Projekt";1;0,33;12
"2014-12";1265883;"https://flattr.com/thing/1265883/KNS001-Der-Anfang-ist-gemacht";"http://www.konscience.de/2013/04/18/kns001-der-anfang-ist-gemacht/";"KNS001 – Der Anfang ist gemacht";1;0,33;15
"2014-12";3269368;"https://flattr.com/thing/3269368/KNS001-Der-Anfang-ist-gemacht";"http://www.konscience.de/2013/04/kns001-der-anfang-ist-gemacht/";"KNS001 – Der Anfang ist gemacht";1;0,02;4
"2014-12";1224259;"https://flattr.com/thing/1224259/KNS000-Teaser";"http://www.konscience.de/2013/03/kns000-teaser/";"KNS000 – Teaser";1;0,02;15
"2015-01";3729495;"https://flattr.com/thing/3729495/KNS026-Zeitlos";"http://www.konscience.de/2014/12/kns026-zeitlos/";"KNS026 – Zeitlos";8;7,27;29
"2015-01";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";8;2,35;114
"2015-01";2991529;"https://flattr.com/thing/2991529/KNS020-Jubilumssendung-mit-Methodisch-inkorrekt";"http://www.konscience.de/2014/05/kns020-jubilaeumssendung-mit-methodisch-inkorrekt/";"KNS020 – Jubiläumssendung mit Methodisch inkorrekt";1;2,25;18
"2015-01";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";15;2,14;300
"2015-01";3460866;"https://flattr.com/thing/3460866/KNS025-Flucht-nach-vorn-in-die-Botanik";"http://www.konscience.de/2014/09/kns025-flucht-nach-vorn-in-die-botanik/";"KNS025 – Flucht nach vorn in die Botanik";4;0,54;40
"2015-01";3665103;"https://flattr.com/thing/3665103/KonScienceSummarize-Flattr-Reports-on-GitHub";"http://github.com/KonScience/Summarize-Flattr-Reports";"KonScience/Summarize-Flattr-Reports on GitHub";1;0,13;7
"2015-01";3796642;"https://flattr.com/thing/3796642/Tweet-by-KonSciencePod-11-Jan";"http://twitter.com/KonSciencePod/status/554231197594054656";"Tweet by @KonSciencePod, 11 Jan";1;0,13;1
"2015-01";3273714;"https://flattr.com/thing/3273714/KNS022-Ameise-Pilz-Problem";"http://www.konscience.de/2014/06/kns022-ameise-pilz-problem/";"KNS022 – Ameise-Pilz-Problem";1;0,07;8
"2015-01";3188342;"https://flattr.com/thing/3188342/KNS021-Frische-ESO-News";"http://www.konscience.de/2014/05/kns021-frische-eso-news/";"KNS021 – Frische ESO-News";1;0,07;7
"2015-01";3301152;"https://flattr.com/thing/3301152/KNS024-Wie-kam-das-bloss-durch-die-Ethikkommission";"http://www.konscience.de/2014/08/kns024-wie-kam-das-bloss-durch-die-ethikkommission/";"KNS024 – Wie kam das bloß durch die Ethikkommission?";1;0,06;32
"2015-02";3900104;"https://flattr.com/thing/3900104/KNS027-Agenten-der-Geomorphologie";"http://www.konscience.de/2015/02/kns027-agenten-der-geomorphologie/";"KNS027 Agenten der Geomorphologie";25;6,64;30
"2015-02";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";14;2,94;313
"2015-02";2991529;"https://flattr.com/thing/2991529/KNS020-Jubilumssendung-mit-Methodisch-inkorrekt";"http://www.konscience.de/2014/05/kns020-jubilaeumssendung-mit-methodisch-inkorrekt/";"KNS020 – Jubiläumssendung mit Methodisch inkorrekt";3;2,31;21
"2015-02";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";9;2,11;122
"2015-02";3729495;"https://flattr.com/thing/3729495/KNS026-Zeitlos";"http://www.konscience.de/2014/12/kns026-zeitlos/";"KNS026 – Zeitlos";5;0,58;32
"2015-02";3460866;"https://flattr.com/thing/3460866/KNS025-Flucht-nach-vorn-in-die-Botanik";"http://www.konscience.de/2014/09/kns025-flucht-nach-vorn-in-die-botanik/";"KNS025 – Flucht nach vorn in die Botanik";3;0,34;43
"2015-02";1224259;"https://flattr.com/thing/1224259/KNS000-Teaser";"http://www.konscience.de/2013/03/kns000-teaser/";"KNS000 – Teaser";2;0,2;17
"2015-02";3269368;"https://flattr.com/thing/3269368/KNS001-Der-Anfang-ist-gemacht";"http://www.konscience.de/2013/04/kns001-der-anfang-ist-gemacht/";"KNS001 – Der Anfang ist gemacht";2;0,2;6
"2015-02";1397469;"https://flattr.com/thing/1397469/KNS004-Wirbeltiere-haben-Rckgrat";"http://www.konscience.de/2013/05/kns004-wirbeltiere-haben-ruckgrat/";"KNS004 – Wirbeltiere haben Rückgrat";2;0,18;15
"2015-02";3665103;"https://flattr.com/thing/3665103/KonScienceSummarize-Flattr-Reports-on-GitHub";"http://github.com/KonScience/Summarize-Flattr-Reports";"KonScience/Summarize-Flattr-Reports on GitHub";1;0,15;8
"2015-02";1907199;"https://flattr.com/thing/1907199/KNS009-ToF-ToF-MS";"http://www.konscience.de/2013/09/kns009-tof-tof-ms/";"KNS009 – ToF-ToF-MS";2;0,06;16
"2015-02";3301152;"https://flattr.com/thing/3301152/KNS024-Wie-kam-das-bloss-durch-die-Ethikkommission";"http://www.konscience.de/2014/08/kns024-wie-kam-das-bloss-durch-die-ethikkommission/";"KNS024 – Wie kam das bloß durch die Ethikkommission?";2;0,06;34
"2015-02";3273714;"https://flattr.com/thing/3273714/KNS022-Ameise-Pilz-Problem";"http://www.konscience.de/2014/06/kns022-ameise-pilz-problem/";"KNS022 – Ameise-Pilz-Problem";2;0,06;10
"2015-02";3273136;"https://flattr.com/thing/3273136/KNS019-Ein-Protein-sie-beide-zu-knechten";"http://www.konscience.de/2014/04/kns019-ein-protein-sie-beide-zu-knechten/";"KNS019 – Ein Protein sie beide zu knechten!";2;0,06;5
"2015-02";1720649;"https://flattr.com/thing/1720649/KNS008-Dinge-zwischen-Strato-und-Asthenosphre";"http://www.konscience.de/2013/07/kns008-dinge-zwischen-strato-und-asthenosphaere/";"KNS008 – Dinge zwischen Strato- und Asthenosphäre";2;0,06;11
