"period";"id";"flattr.url";"url";"title";"clicks";"revenue";"clicks.total"
"2015-02";3226863;"https://flattr.com/thing/3226863/KNS015-Erstmal-die-Chinchillas-ruhigstellen";"http://www.konscience.de/2014/02/kns015-erstmal-die-chinchillas-ruhigstellen/";"KNS015 – Erstmal die Chinchillas ruhigstellen";2;0,06;3
"2015-02";3213603;"https://flattr.com/thing/3213603/KNS018-Podcast-am-Ende-der-Nahrungskette";"http://www.konscience.de/2014/03/kns018-podcast-am-ende-der-nahrungskette/";"KNS018 – Podcast am Ende der Nahrungskette";2;0,06;4
"2015-02";3188342;"https://flattr.com/thing/3188342/KNS021-Frische-ESO-News";"http://www.konscience.de/2014/05/kns021-frische-eso-news/";"KNS021 – Frische ESO-News";2;0,06;9
"2015-02";1732286;"https://flattr.com/thing/1732286/KNS007-Sondersendung-Politik-und-Zeitgeschichte-Ostasiens";"http://www.konscience.de/2013/07/kns007-sondersendung-politik-und-zeitgeschichte-ostasiens/";"KNS007 – Sondersendung – Politik und Zeitgeschichte Ostasiens";2;0,06;3
"2015-02";2004418;"https://flattr.com/thing/2004418/KNS010-Katzenbeschftigungstherapie";"http://www.konscience.de/2013/09/kns010-katzenbeschaeftigungstherapie/";"KNS010 – Katzenbeschäftigungstherapie";2;0,06;16
"2015-02";2190996;"https://flattr.com/thing/2190996/KNS011-Ey-Alter-mach-Protein";"http://www.konscience.de/2013/11/kns011-ey-alter-mach-protein/";"KNS011 – Ey Alter, mach’ Protein!";2;0,06;16
"2015-02";2247081;"https://flattr.com/thing/2247081/KNS012-Tough-Times-All-Around";"http://www.konscience.de/2013/11/kns012-tough-times-all-around/";"KNS012 – Tough Times All Around";2;0,06;15
"2015-02";2339981;"https://flattr.com/thing/2339981/KNS013-Phnix-aus-der-Gammastrahlung";"http://www.konscience.de/2013/12/kns013-phoenix-aus-der-gammastrahlung/";"KNS013 – Phönix aus der Gammastrahlung";2;0,06;13
"2015-02";2462248;"https://flattr.com/thing/2462248/KNS014-Seesternzombies";"http://www.konscience.de/2014/01/kns014-seesternzombies/";"KNS014 – Seesternzombies";2;0,06;16
"2015-02";2707148;"https://flattr.com/thing/2707148/KNS017-Mrtyrer-gegen-Copyright";"http://www.konscience.de/2014/03/kns017-martyrer-gegen-copyright/";"KNS017 – Märtyrer gegen Copyright";2;0,06;12
"2015-02";2624176;"https://flattr.com/thing/2624176/KNS016-Sondersendung-Graduiertenschulen";"http://www.konscience.de/2014/02/kns016-sondersendung-graduiertenschulen/";"KNS016 – Sondersendung – Graduiertenschulen";2;0,06;6
"2015-02";3269194;"https://flattr.com/thing/3269194/KNS023-special-How-neural-networks-process-sensory-data-Giovanni-Galizia";"http://www.konscience.de/2014/06/kns023-special-how-neural-networks-process-sensory-data-giovanni-galizia/";"KNS023 special – How neural networks process sensory data (Giovanni Galizia)";1;0,02;6
"2015-02";3296189;"https://flattr.com/thing/3296189/KNS002-Podcast-Krabbelgruppe-und-Katrins-Projekt";"http://www.konscience.de/2013/04/kns002-podcast-krabbelgruppe-und-katrins-projekt/";"KNS002 – Podcast-Krabbelgruppe und Katrins Projekt";1;0,02;4
"2015-02";1330156;"https://flattr.com/thing/1330156/KNS003-Klarer-Fall-von-Anthropozn";"http://www.konscience.de/2013/05/kns003-klarer-fall-von-anthropozan/";"KNS003 – Klarer Fall von Anthropozän";1;0,02;15
"2015-02";1624263;"https://flattr.com/thing/1624263/KNS006-Nacktmulle-an-die-Macht";"http://www.konscience.de/2013/07/kns006-nacktmulle-an-die-macht/";"KNS006 – Nacktmulle an die Macht";1;0,02;17
"2015-02";1492271;"https://flattr.com/thing/1492271/KNS005-OMG-its-full-of-genetics";"http://www.konscience.de/2013/06/kns005-omg-its-full-of-genetics/";"KNS005 – OMG, it’s full of genetics!";1;0,02;13
"2015-03";3900104;"https://flattr.com/thing/3900104/KNS027-Agenten-der-Geomorphologie";"http://www.konscience.de/2015/02/kns027-agenten-der-geomorphologie/";"KNS027 Agenten der Geomorphologie";8;2,33;33
"2015-03";2991529;"https://flattr.com/thing/2991529/KNS020-Jubilumssendung-mit-Methodisch-inkorrekt";"http://www.konscience.de/2014/05/kns020-jubilaeumssendung-mit-methodisch-inkorrekt/";"KNS020 – Jubiläumssendung mit Methodisch inkorrekt";1;2,25;21
"2015-03";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";8;2,19;129
"2015-03";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";12;1,95;325
"2015-03";3965642;"https://flattr.com/thing/3965642/KSL000-Knowledge-Communication-Back-to-the-Ears";"http://www.konscience.de/2015/01/ksl000-knowledge-communication-back-to-the-ears/";"KSL000 Knowledge Communication? Back to the Ears!";1;0,75;1
"2015-03";1368913;"https://flattr.com/thing/1368913/ber-uns";"http://www.konscience.de/uber-uns/";"Über uns";1;0,5;6
"2015-03";3729495;"https://flattr.com/thing/3729495/KNS026-Zeitlos";"http://www.konscience.de/2014/12/kns026-zeitlos/";"KNS026 – Zeitlos";3;0,49;36
"2015-03";3296189;"https://flattr.com/thing/3296189/KNS002-Podcast-Krabbelgruppe-und-Katrins-Projekt";"http://www.konscience.de/2013/04/kns002-podcast-krabbelgruppe-und-katrins-projekt/";"KNS002 – Podcast-Krabbelgruppe und Katrins Projekt";1;0,17;5
"2015-03";3665103;"https://flattr.com/thing/3665103/KonScienceSummarize-Flattr-Reports-on-GitHub";"http://github.com/KonScience/Summarize-Flattr-Reports";"KonScience/Summarize-Flattr-Reports on GitHub";1;0,13;9
"2015-04";4139236;"https://flattr.com/thing/4139236/KNS028-Der-Tod-auf-der-zweiten-Seite-von-Google";"http://www.konscience.de/2015/04/kns028-der-tod-auf-der-zweiten-seite-von-google/";"KNS028 Der Tod auf der zweiten Seite von Google";23;6,39;28
"2015-04";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";7;2,06;136
"2015-04";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";11;1,77;335
"2015-04";3729495;"https://flattr.com/thing/3729495/KNS026-Zeitlos";"http://www.konscience.de/2014/12/kns026-zeitlos/";"KNS026 – Zeitlos";1;0,45;36
"2015-04";4123848;"https://flattr.com/thing/4123848/KSL001-Micro-structure-of-bacteria-induced-Achnanthidium-minutissimum-capsules";"http://www.konscience.de/2015/04/ksl001-micro-structure-of-bacteria-induced-achnanthidium-minutissimum-capsules/";"KSL001 Micro-structure of bacteria-induced Achnanthidium minutissimum capsules";2;0,33;4
"2015-04";3665103;"https://flattr.com/thing/3665103/KonScienceSummarize-Flattr-Reports-on-GitHub";"http://github.com/KonScience/Summarize-Flattr-Reports";"KonScience/Summarize-Flattr-Reports on GitHub";1;0,17;10
"2015-04";1224259;"https://flattr.com/thing/1224259/KNS000-Teaser";"http://www.konscience.de/2013/03/kns000-teaser/";"KNS000 – Teaser";1;0,09;19
"2015-04";3269368;"https://flattr.com/thing/3269368/KNS001-Der-Anfang-ist-gemacht";"http://www.konscience.de/2013/04/kns001-der-anfang-ist-gemacht/";"KNS001 – Der Anfang ist gemacht";1;0,09;8
"2015-04";1732286;"https://flattr.com/thing/1732286/KNS007-Sondersendung-Politik-und-Zeitgeschichte-Ostasiens";"http://www.konscience.de/2013/07/kns007-sondersendung-politik-und-zeitgeschichte-ostasiens/";"KNS007 – Sondersendung – Politik und Zeitgeschichte Ostasiens";1;0,06;5
"2015-04";2247081;"https://flattr.com/thing/2247081/KNS012-Tough-Times-All-Around";"http://www.konscience.de/2013/11/kns012-tough-times-all-around/";"KNS012 – Tough Times All Around";1;0,06;16
"2015-05";4139236;"https://flattr.com/thing/4139236/KNS028-Der-Tod-auf-der-zweiten-Seite-von-Google";"http://www.konscience.de/2015/04/kns028-der-tod-auf-der-zweiten-seite-von-google/";"KNS028 Der Tod auf der zweiten Seite von Google";6;1,94;31
"2015-05";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";10;1,32;344
"2015-05";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";6;1,02;141
"2015-05";1368913;"https://flattr.com/thing/1368913/ber-uns";"http://www.konscience.de/uber-uns/";"Über uns";1;0,36;7
"2015-05";4123848;"https://flattr.com/thing/4123848/KSL001-Micro-structure-of-bacteria-induced-Achnanthidium-minutissimum-capsules";"http://www.konscience.de/2015/04/ksl001-micro-structure-of-bacteria-induced-achnanthidium-minutissimum-capsules/";"KSL001 Micro-structure of bacteria-induced Achnanthidium minutissimum capsules";2;0,23;4
"2015-05";3665103;"https://flattr.com/thing/3665103/KonScienceSummarize-Flattr-Reports-on-GitHub";"http://github.com/KonScience/Summarize-Flattr-Reports";"KonScience/Summarize-Flattr-Reports on GitHub";1;0,18;11
"2015-05";3900104;"https://flattr.com/thing/3900104/KNS027-Agenten-der-Geomorphologie";"http://www.konscience.de/2015/02/kns027-agenten-der-geomorphologie/";"KNS027 Agenten der Geomorphologie";1;0,08;34
"2015-05";1907199;"https://flattr.com/thing/1907199/KNS009-ToF-ToF-MS";"http://www.konscience.de/2013/09/kns009-tof-tof-ms/";"KNS009 – ToF-ToF-MS";1;0,06;18
"2015-05";1720649;"https://flattr.com/thing/1720649/KNS008-Dinge-zwischen-Strato-und-Asthenosphre";"http://www.konscience.de/2013/07/kns008-dinge-zwischen-strato-und-asthenosphaere/";"KNS008 – Dinge zwischen Strato- und Asthenosphäre";1;0,06;13
"2015-05";2004418;"https://flattr.com/thing/2004418/KNS010-Katzenbeschftigungstherapie";"http://www.konscience.de/2013/09/kns010-katzenbeschaeftigungstherapie/";"KNS010 – Katzenbeschäftigungstherapie";1;0,06;18
"2015-05";3296189;"https://flattr.com/thing/3296189/KNS002-Podcast-Krabbelgruppe-und-Katrins-Projekt";"http://www.konscience.de/2013/04/kns002-podcast-krabbelgruppe-und-katrins-projekt/";"KNS002 – Podcast-Krabbelgruppe und Katrins Projekt";1;0,04;7
"2015-05";3269368;"https://flattr.com/thing/3269368/KNS001-Der-Anfang-ist-gemacht";"http://www.konscience.de/2013/04/kns001-der-anfang-ist-gemacht/";"KNS001 – Der Anfang ist gemacht";1;0,04;9
"2015-05";1330156;"https://flattr.com/thing/1330156/KNS003-Klarer-Fall-von-Anthropozn";"http://www.konscience.de/2013/05/kns003-klarer-fall-von-anthropozan/";"KNS003 – Klarer Fall von Anthropozän";1;0,04;16
"2015-05";1224259;"https://flattr.com/thing/1224259/KNS000-Teaser";"http://www.konscience.de/2013/03/kns000-teaser/";"KNS000 – Teaser";1;0,04;19
"2015-05";1624263;"https://flattr.com/thing/1624263/KNS006-Nacktmulle-an-die-Macht";"http://www.konscience.de/2013/07/kns006-nacktmulle-an-die-macht/";"KNS006 – Nacktmulle an die Macht";1;0,04;18
"2015-05";1492271;"https://flattr.com/thing/1492271/KNS005-OMG-its-full-of-genetics";"http://www.konscience.de/2013/06/kns005-omg-its-full-of-genetics/";"KNS005 – OMG, it’s full of genetics!";1;0,04;14
"2015-05";1397469;"https://flattr.com/thing/1397469/KNS004-Wirbeltiere-haben-Rckgrat";"http://www.konscience.de/2013/05/kns004-wirbeltiere-haben-ruckgrat/";"KNS004 – Wirbeltiere haben Rückgrat";1;0,04;16
"2015-05";1732286;"https://flattr.com/thing/1732286/KNS007-Sondersendung-Politik-und-Zeitgeschichte-Ostasiens";"http://www.konscience.de/2013/07/kns007-sondersendung-politik-und-zeitgeschichte-ostasiens/";"KNS007 – Sondersendung – Politik und Zeitgeschichte Ostasiens";1;0,04;5
"2015-06";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";8;3,33;152
"2015-06";4346820;"https://flattr.com/thing/4346820/KNS029-Knusper-Knusper-CRISPR-Wer-editiert-meine-DNA";"http://www.konscience.de/2015/06/kns029-knusper-knusper-crispr-wer-editiert-meine-dna/";"KNS029 Knusper, Knusper, CRISPR! Wer editiert meine DNA?";8;2,48;18
"2015-06";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";9;1,34;353
"2015-06";4139236;"https://flattr.com/thing/4139236/KNS028-Der-Tod-auf-der-zweiten-Seite-von-Google";"http://www.konscience.de/2015/04/kns028-der-tod-auf-der-zweiten-seite-von-google/";"KNS028 Der Tod auf der zweiten Seite von Google";4;1,17;33
"2015-06";2991529;"https://flattr.com/thing/2991529/KNS020-Jubilumssendung-mit-Methodisch-inkorrekt";"http://www.konscience.de/2014/05/kns020-jubilaeumssendung-mit-methodisch-inkorrekt/";"KNS020 – Jubiläumssendung mit Methodisch inkorrekt";1;0,65;22
"2015-06";3665103;"https://flattr.com/thing/3665103/KonScienceSummarize-Flattr-Reports-on-GitHub";"http://github.com/KonScience/Summarize-Flattr-Reports";"KonScience/Summarize-Flattr-Reports on GitHub";1;0,22;12
"2015-06";3296189;"https://flattr.com/thing/3296189/KNS002-Podcast-Krabbelgruppe-und-Katrins-Projekt";"http://www.konscience.de/2013/04/kns002-podcast-krabbelgruppe-und-katrins-projekt/";"KNS002 – Podcast-Krabbelgruppe und Katrins Projekt";1;0,17;8
"2015-06";3269368;"https://flattr.com/thing/3269368/KNS001-Der-Anfang-ist-gemacht";"http://www.konscience.de/2013/04/kns001-der-anfang-ist-gemacht/";"KNS001 – Der Anfang ist gemacht";1;0,17;10
"2015-06";2190996;"https://flattr.com/thing/2190996/KNS011-Ey-Alter-mach-Protein";"http://www.konscience.de/2013/11/kns011-ey-alter-mach-protein/";"KNS011 – Ey Alter, mach’ Protein!";2;0,1;18
"2015-06";3301152;"https://flattr.com/thing/3301152/KNS024-Wie-kam-das-bloss-durch-die-Ethikkommission";"http://www.konscience.de/2014/08/kns024-wie-kam-das-bloss-durch-die-ethikkommission/";"KNS024 – Wie kam das bloß durch die Ethikkommission?";1;0,05;35
"2015-06";3273714;"https://flattr.com/thing/3273714/KNS022-Ameise-Pilz-Problem";"http://www.konscience.de/2014/06/kns022-ameise-pilz-problem/";"KNS022 – Ameise-Pilz-Problem";1;0,05;11
"2015-06";3226863;"https://flattr.com/thing/3226863/KNS015-Erstmal-die-Chinchillas-ruhigstellen";"http://www.konscience.de/2014/02/kns015-erstmal-die-chinchillas-ruhigstellen/";"KNS015 – Erstmal die Chinchillas ruhigstellen";1;0,03;4
"2015-06";1720649;"https://flattr.com/thing/1720649/KNS008-Dinge-zwischen-Strato-und-Asthenosphre";"http://www.konscience.de/2013/07/kns008-dinge-zwischen-strato-und-asthenosphaere/";"KNS008 – Dinge zwischen Strato- und Asthenosphäre";1;0,03;14
"2015-06";2462248;"https://flattr.com/thing/2462248/KNS014-Seesternzombies";"http://www.konscience.de/2014/01/kns014-seesternzombies/";"KNS014 – Seesternzombies";1;0,03;17
"2015-06";2339981;"https://flattr.com/thing/2339981/KNS013-Phnix-aus-der-Gammastrahlung";"http://www.konscience.de/2013/12/kns013-phoenix-aus-der-gammastrahlung/";"KNS013 – Phönix aus der Gammastrahlung";1;0,03;14
"2015-06";2247081;"https://flattr.com/thing/2247081/KNS012-Tough-Times-All-Around";"http://www.konscience.de/2013/11/kns012-tough-times-all-around/";"KNS012 – Tough Times All Around";1;0,03;17
"2015-06";2004418;"https://flattr.com/thing/2004418/KNS010-Katzenbeschftigungstherapie";"http://www.konscience.de/2013/09/kns010-katzenbeschaeftigungstherapie/";"KNS010 – Katzenbeschäftigungstherapie";1;0,03;18
"2015-06";1907199;"https://flattr.com/thing/1907199/KNS009-ToF-ToF-MS";"http://www.konscience.de/2013/09/kns009-tof-tof-ms/";"KNS009 – ToF-ToF-MS";1;0,03;19
"2015-06";2624176;"https://flattr.com/thing/2624176/KNS016-Sondersendung-Graduiertenschulen";"http://www.konscience.de/2014/02/kns016-sondersendung-graduiertenschulen/";"KNS016 – Sondersendung – Graduiertenschulen";1;0,03;7
"2015-07";4346820;"https://flattr.com/thing/4346820/KNS029-Knusper-Knusper-CRISPR-Wer-editiert-meine-DNA";"http://www.konscience.de/2015/06/kns029-knusper-knusper-crispr-wer-editiert-meine-dna/";"KNS029 Knusper, Knusper, CRISPR! Wer editiert meine DNA?";13;4,23;21
"2015-07";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";11;3,58;164
"2015-07";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";10;1,56;364
"2015-07";3665103;"https://flattr.com/thing/3665103/KonScienceSummarize-Flattr-Reports-on-GitHub";"http://github.com/KonScience/Summarize-Flattr-Reports";"KonScience/Summarize-Flattr-Reports on GitHub";2;0,67;15
"2015-07";4139236;"https://flattr.com/thing/4139236/KNS028-Der-Tod-auf-der-zweiten-Seite-von-Google";"http://www.konscience.de/2015/04/kns028-der-tod-auf-der-zweiten-seite-von-google/";"KNS028 Der Tod auf der zweiten Seite von Google";1;0,38;34
"2015-07";3213603;"https://flattr.com/thing/3213603/KNS018-Podcast-am-Ende-der-Nahrungskette";"http://www.konscience.de/2014/03/kns018-podcast-am-ende-der-nahrungskette/";"KNS018 – Podcast am Ende der Nahrungskette";1;0,25;5
"2015-07";2462248;"https://flattr.com/thing/2462248/KNS014-Seesternzombies";"http://www.konscience.de/2014/01/kns014-seesternzombies/";"KNS014 – Seesternzombies";1;0,12;18
"2015-07";2624176;"https://flattr.com/thing/2624176/KNS016-Sondersendung-Graduiertenschulen";"http://www.konscience.de/2014/02/kns016-sondersendung-graduiertenschulen/";"KNS016 – Sondersendung – Graduiertenschulen";1;0,12;8
"2015-07";3226863;"https://flattr.com/thing/3226863/KNS015-Erstmal-die-Chinchillas-ruhigstellen";"http://www.konscience.de/2014/02/kns015-erstmal-die-chinchillas-ruhigstellen/";"KNS015 – Erstmal die Chinchillas ruhigstellen";1;0,12;5
"2015-07";3269368;"https://flattr.com/thing/3269368/KNS001-Der-Anfang-ist-gemacht";"http://www.konscience.de/2013/04/kns001-der-anfang-ist-gemacht/";"KNS001 – Der Anfang ist gemacht";1;0,12;10
"2015-07";3296189;"https://flattr.com/thing/3296189/KNS002-Podcast-Krabbelgruppe-und-Katrins-Projekt";"http://www.konscience.de/2013/04/kns002-podcast-krabbelgruppe-und-katrins-projekt/";"KNS002 – Podcast-Krabbelgruppe und Katrins Projekt";1;0,12;8
"2015-07";1224259;"https://flattr.com/thing/1224259/KNS000-Teaser";"http://www.konscience.de/2013/03/kns000-teaser/";"KNS000 – Teaser";1;0,12;20
"2015-07";2339981;"https://flattr.com/thing/2339981/KNS013-Phnix-aus-der-Gammastrahlung";"http://www.konscience.de/2013/12/kns013-phoenix-aus-der-gammastrahlung/";"KNS013 – Phönix aus der Gammastrahlung";1;0,12;15
"2015-07";2004418;"https://flattr.com/thing/2004418/KNS010-Katzenbeschftigungstherapie";"http://www.konscience.de/2013/09/kns010-katzenbeschaeftigungstherapie/";"KNS010 – Katzenbeschäftigungstherapie";1;0,12;19
"2015-07";1330156;"https://flattr.com/thing/1330156/KNS003-Klarer-Fall-von-Anthropozn";"http://www.konscience.de/2013/05/kns003-klarer-fall-von-anthropozan/";"KNS003 – Klarer Fall von Anthropozän";1;0,12;17
"2015-07";1397469;"https://flattr.com/thing/1397469/KNS004-Wirbeltiere-haben-Rckgrat";"http://www.konscience.de/2013/05/kns004-wirbeltiere-haben-ruckgrat/";"KNS004 – Wirbeltiere haben Rückgrat";1;0,12;17
"2015-07";1492271;"https://flattr.com/thing/1492271/KNS005-OMG-its-full-of-genetics";"http://www.konscience.de/2013/06/kns005-omg-its-full-of-genetics/";"KNS005 – OMG, it’s full of genetics!";1;0,12;15
"2015-07";2247081;"https://flattr.com/thing/2247081/KNS012-Tough-Times-All-Around";"http://www.konscience.de/2013/11/kns012-tough-times-all-around/";"KNS012 – Tough Times All Around";1;0,12;18
"2015-07";1624263;"https://flattr.com/thing/1624263/KNS006-Nacktmulle-an-die-Macht";"http://www.konscience.de/2013/07/kns006-nacktmulle-an-die-macht/";"KNS006 – Nacktmulle an die Macht";1;0,12;19
"2015-07";1720649;"https://flattr.com/thing/1720649/KNS008-Dinge-zwischen-Strato-und-Asthenosphre";"http://www.konscience.de/2013/07/kns008-dinge-zwischen-strato-und-asthenosphaere/";"KNS008 – Dinge zwischen Strato- und Asthenosphäre";1;0,12;14
"2015-07";1732286;"https://flattr.com/thing/1732286/KNS007-Sondersendung-Politik-und-Zeitgeschichte-Ostasiens";"http://www.konscience.de/2013/07/kns007-sondersendung-politik-und-zeitgeschichte-ostasiens/";"KNS007 – Sondersendung – Politik und Zeitgeschichte Ostasiens";1;0,12;6
"2015-07";1907199;"https://flattr.com/thing/1907199/KNS009-ToF-ToF-MS";"http://www.konscience.de/2013/09/kns009-tof-tof-ms/";"KNS009 – ToF-ToF-MS";1;0,12;19
"2015-07";3273714;"https://flattr.com/thing/3273714/KNS022-Ameise-Pilz-Problem";"http://www.konscience.de/2014/06/kns022-ameise-pilz-problem/";"KNS022 – Ameise-Pilz-Problem";1;0,09;12
"2015-08";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";10;3,44;174
"2015-08";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";10;1,68;373
"2015-08";4346820;"https://flattr.com/thing/4346820/KNS029-Knusper-Knusper-CRISPR-Wer-editiert-meine-DNA";"http://www.konscience.de/2015/06/kns029-knusper-knusper-crispr-wer-editiert-meine-dna/";"KNS029 Knusper, Knusper, CRISPR! Wer editiert meine DNA?";3;0,9;24
"2015-08";3665103;"https://flattr.com/thing/3665103/KonScienceSummarize-Flattr-Reports-on-GitHub";"http://github.com/KonScience/Summarize-Flattr-Reports";"KonScience/Summarize-Flattr-Reports on GitHub";2;0,61;17
"2015-08";1368913;"https://flattr.com/thing/1368913/ber-uns";"http://www.konscience.de/uber-uns/";"Über uns";1;0,45;8
"2015-08";3273136;"https://flattr.com/thing/3273136/KNS019-Ein-Protein-sie-beide-zu-knechten";"http://www.konscience.de/2014/04/kns019-ein-protein-sie-beide-zu-knechten/";"KNS019 – Ein Protein sie beide zu knechten!";2;0,39;7
"2015-08";3188342;"https://flattr.com/thing/3188342/KNS021-Frische-ESO-News";"http://www.konscience.de/2014/05/kns021-frische-eso-news/";"KNS021 – Frische ESO-News";2;0,39;11
"2015-08";2991529;"https://flattr.com/thing/2991529/KNS020-Jubilumssendung-mit-Methodisch-inkorrekt";"http://www.konscience.de/2014/05/kns020-jubilaeumssendung-mit-methodisch-inkorrekt/";"KNS020 – Jubiläumssendung mit Methodisch inkorrekt";2;0,39;24
"2015-08";3301152;"https://flattr.com/thing/3301152/KNS024-Wie-kam-das-bloss-durch-die-Ethikkommission";"http://www.konscience.de/2014/08/kns024-wie-kam-das-bloss-durch-die-ethikkommission/";"KNS024 – Wie kam das bloß durch die Ethikkommission?";2;0,38;37
"2015-08";3460866;"https://flattr.com/thing/3460866/KNS025-Flucht-nach-vorn-in-die-Botanik";"http://www.konscience.de/2014/09/kns025-flucht-nach-vorn-in-die-botanik/";"KNS025 – Flucht nach vorn in die Botanik";2;0,38;45
"2015-08";3273714;"https://flattr.com/thing/3273714/KNS022-Ameise-Pilz-Problem";"http://www.konscience.de/2014/06/kns022-ameise-pilz-problem/";"KNS022 – Ameise-Pilz-Problem";1;0,27;13
"2015-08";3729495;"https://flattr.com/thing/3729495/KNS026-Zeitlos";"http://www.konscience.de/2014/12/kns026-zeitlos/";"KNS026 – Zeitlos";1;0,23;37
"2015-08";3213603;"https://flattr.com/thing/3213603/KNS018-Podcast-am-Ende-der-Nahrungskette";"http://www.konscience.de/2014/03/kns018-podcast-am-ende-der-nahrungskette/";"KNS018 – Podcast am Ende der Nahrungskette";2;0,21;7
"2015-08";2707148;"https://flattr.com/thing/2707148/KNS017-Mrtyrer-gegen-Copyright";"http://www.konscience.de/2014/03/kns017-martyrer-gegen-copyright/";"KNS017 – Märtyrer gegen Copyright";2;0,21;14
"2015-08";1224259;"https://flattr.com/thing/1224259/KNS000-Teaser";"http://www.konscience.de/2013/03/kns000-teaser/";"KNS000 – Teaser";1;0,18;21
"2015-08";3269368;"https://flattr.com/thing/3269368/KNS001-Der-Anfang-ist-gemacht";"http://www.konscience.de/2013/04/kns001-der-anfang-ist-gemacht/";"KNS001 – Der Anfang ist gemacht";1;0,18;11
"2015-09";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";12;5,74;185
"2015-09";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";10;2,65;382
"2015-09";4720707;"https://flattr.com/thing/4720707/KNS030-Betreutes-berleben";"http://www.konscience.de/2015/09/kns030-betreutes-ueberleben/";"KNS030 Betreutes Überleben";8;1,64;18
"2015-09";4673153;"https://flattr.com/thing/4673153/KSL003-Markdown-for-BioScientists";"http://www.konscience.de/2015/09/ksl003-markdown-for-bioscientists/";"KSL003 Markdown for (Bio)Scientists";7;0,9;8
"2015-09";3665103;"https://flattr.com/thing/3665103/KonScienceSummarize-Flattr-Reports-on-GitHub";"http://github.com/KonScience/Summarize-Flattr-Reports";"KonScience/Summarize-Flattr-Reports on GitHub";2;0,67;18
"2015-09";4708612;"https://flattr.com/thing/4708612/KNS016-Sondersendung-Graduiertenschulen";"http://www.konscience.de/2014/02/11/kns016-sondersendung-graduiertenschulen/";"KNS016 – Sondersendung – Graduiertenschulen";1;0,27;1
"2015-09";1330156;"https://flattr.com/thing/1330156/KNS003-Klarer-Fall-von-Anthropozn";"http://www.konscience.de/2013/05/kns003-klarer-fall-von-anthropozan/";"KNS003 – Klarer Fall von Anthropozän";1;0,1;18
"2015-10";1208916;"https://flattr.com/thing/1208916/KonScience";"https://flattr.com/profile/KonScience";"KonScience";10;4,32;200
"2015-10";4720707;"https://flattr.com/thing/4720707/KNS030-Betreutes-berleben";"http://www.konscience.de/2015/09/kns030-betreutes-ueberleben/";"KNS030 Betreutes Überleben";12;3,05;21
"2015-10";1214915;"https://flattr.com/thing/1214915/KonScience";"http://www.konscience.de/";"KonScience";8;2,19;389
"2015-10";4673153;"https://flattr.com/thing/4673153/KSL003-Markdown-for-BioScientists";"http://www.konscience.de/2015/09/ksl003-markdown-for-bioscientists/";"KSL003 Markdown for (Bio)Scientists";1;0,26;8
"2015-10";3665103;"https://flattr.com/thing/3665103/KonScienceSummarize-Flattr-Reports-on-GitHub";"http://github.com/KonScience/Summarize-Flattr-Reports";"KonScience/Summarize-Flattr-Reports on GitHub";1;0,19;19
